E,B,fitness_true,x0_true,rep,n_points,t_start,t_end,vaf_start,vaf_end,status,fitness_map,x0_map,err,abs_err,sq_err
200000.0,0.1,0.3,1.0,4,14,66.03301650825412,144.072036018009,0.09376337947766519,0.49582542694497156,ok,0.25854549217353834,20924.62849529694,-0.04145450782646165,0.04145450782646165,0.0017184762191341703
200000.0,0.1,0.3,1.0,5,14,66.03301650825412,144.072036018009,0.0942792623259315,0.49411764705882355,ok,0.3142289473569357,23060.909019365394,0.014228947356935695,0.014228947356935695,0.0002024629428864473
200000.0,0.1,0.3,1.0,6,14,66.03301650825412,144.072036018009,0.09615667795611839,0.49757824143070045,ok,0.23564084256744247,21048.342411267204,-0.06435915743255752,0.06435915743255752,0.004142101145428723
200000.0,0.1,0.3,1.0,7,14,66.03301650825412,144.072036018009,0.0959016393442623,0.48998140879983476,ok,0.2707365607710439,19637.733504586133,-0.02926343922895608,0.02926343922895608,0.0008563488755068056
200000.0,0.1,0.3,1.0,8,14,66.03301650825412,144.072036018009,0.09702940737423496,0.5051044083526682,ok,0.25729620430424754,21822.00649578023,-0.042703795695752444,0.042703795695752444,0.001823614166824565
200000.0,0.1,0.3,1.0,9,14,66.03301650825412,144.072036018009,0.09367894497498863,0.49431674665319525,ok,0.2568554002116195,19932.169897119693,-0.04314459978838048,0.04314459978838048,0.0018614564908995207
200000.0,0.1,0.3,1.0,10,14,66.03301650825412,144.072036018009,0.09915421990282526,0.49879032258064515,ok,0.26242657324939017,20543.538469462015,-0.03757342675060982,0.03757342675060982,0.0014117623977834414
200000.0,0.1,0.3,1.0,11,14,66.03301650825412,144.072036018009,0.09928465712876172,0.5032365452191604,ok,0.25133815888586647,21811.70061958377,-0.04866184111413352,0.04866184111413352,0.002367974780617175
200000.0,0.1,0.3,1.0,12,14,66.03301650825412,144.072036018009,0.09506953223767384,0.48376068376068376,ok,0.2772301268510756,17720.08168381521,-0.02276987314892437,0.02276987314892437,0.0005184671232181069
200000.0,0.1,0.3,1.0,13,14,66.03301650825412,144.072036018009,0.09813084112149532,0.525,ok,0.3019880420173093,15686.509266351572,0.0019880420173092883,0.0019880420173092883,3.952311062587184e-06
200000.0,0.1,0.3,1.0,14,14,66.03301650825412,144.072036018009,0.09292682926829268,0.4987629886194953,ok,0.2792140875420729,18117.895046294783,-0.020785912457927103,0.020785912457927103,0.0004320541567086091
200000.0,0.1,0.3,1.0,15,14,66.03301650825412,144.072036018009,0.09641319942611191,0.49068901303538176,ok,0.26802123716610354,20334.351857376725,-0.031978762833896446,0.031978762833896446,0.0010226412723865967
200000.0,0.1,0.3,1.0,16,14,66.03301650825412,144.072036018009,0.09417106033977739,0.5006353240152478,ok,0.26269306835629236,19596.93515564239,-0.03730693164370763,0.03730693164370763,0.0013918071486682738
200000.0,0.1,0.3,1.0,17,14,66.03301650825412,144.072036018009,0.0912274235164025,0.5056352459016393,ok,0.27409801855040067,18044.715564316168,-0.02590198144959932,0.02590198144959932,0.0006709126430153873
200000.0,0.1,0.3,1.0,18,14,66.03301650825412,144.072036018009,0.101000322684737,0.5022567703109327,ok,0.27685547080407424,18419.730873845616,-0.023144529195925745,0.023144529195925745,0.0005356692317010592
200000.0,0.1,0.3,1.0,19,14,66.03301650825412,144.072036018009,0.09779811266800115,0.5143224384869629,ok,0.2541690844317606,20449.276931253553,-0.04583091556823937,0.04583091556823937,0.002100472821823086
200000.0,1.0,0.3,1.0,0,14,66.03301650825412,144.072036018009,0.0783630822812364,0.5022735540196435,ok,0.15552430156048835,19564.000504097276,-0.14447569843951164,0.14447569843951164,0.020873227439584703
200000.0,1.0,0.3,1.0,1,14,66.03301650825412,144.072036018009,0.08733401430030643,0.5051436679673643,ok,0.1483885771909084,20076.97573328918,-0.1516114228090916,0.1516114228090916,0.02298602352619714
200000.0,1.0,0.3,1.0,2,14,66.03301650825412,144.072036018009,0.08060381657647393,0.5010309278350515,ok,0.1488756380011613,19657.97782535468,-0.1511243619988387,0.1511243619988387,0.02283857278955604
200000.0,1.0,0.3,1.0,3,14,66.03301650825412,144.072036018009,0.08282781147923472,0.5020811654526535,ok,0.14797413750137256,20020.524191978246,-0.15202586249862743,0.15202586249862743,0.023111862868451575
200000.0,1.0,0.3,1.0,4,14,66.03301650825412,144.072036018009,0.0851063829787234,0.5043674274443505,ok,0.1498184320539501,20958.76992415913,-0.1501815679460499,0.1501815679460499,0.022554503350734
200000.0,1.0,0.3,1.0,5,14,66.03301650825412,144.072036018009,0.08997704667176741,0.5024316619151434,ok,0.14738939478161223,20458.58421748866,-0.15261060521838776,0.15261060521838776,0.023289996825122602
200000.0,1.0,0.3,1.0,6,14,66.03301650825412,144.072036018009,0.08411033411033411,0.49003298436827764,ok,0.14907039156598084,19881.35807085899,-0.15092960843401915,0.15092960843401915,0.022779746702046345
200000.0,1.0,0.3,1.0,7,14,66.03301650825412,144.072036018009,0.07800358637178721,0.5172413793103449,ok,0.14956827338907996,19743.471096793026,-0.15043172661092002,0.15043172661092002,0.022629704371142582
200000.0,1.0,0.3,1.0,8,14,66.03301650825412,144.072036018009,0.0793459966338062,0.496168038603463,ok,0.15835078611988643,18730.727919966586,-0.14164921388011356,0.14164921388011356,0.020064499792854157
200000.0,1.0,0.3,1.0,9,14,66.03301650825412,144.072036018009,0.08223602484472049,0.5099489795918367,ok,0.1487855952204293,20028.360615849808,-0.15121440477957068,0.15121440477957068,0.022865796212839847
200000.0,1.0,0.3,1.0,10,14,66.03301650825412,144.072036018009,0.08786919831223629,0.5129112133003184,ok,0.14724806697220416,20726.939375906666,-0.15275193302779583,0.15275193302779583,0.02333315304372822
200000.0,1.0,0.3,1.0,11,14,66.03301650825412,144.072036018009,0.07784730913642053,0.4953993375046007,ok,0.1550701948847811,18804.995868649145,-0.14492980511521888,0.14492980511521888,0.021004648410735325
200000.0,1.0,0.3,1.0,12,14,66.03301650825412,144.072036018009,0.07586206896551724,0.5050173010380623,ok,0.15717816722293618,18249.47135099819,-0.1428218327770638,0.1428218327770638,0.020398075917799578
200000.0,1.0,0.3,1.0,13,14,66.03301650825412,144.072036018009,0.08297297297297297,0.5027191646726126,ok,0.1481113014350942,19356.1684275413,-0.15188869856490578,0.15188869856490578,0.02307017675174081
200000.0,1.0,0.3,1.0,14,14,66.03301650825412,144.072036018009,0.08517034068136273,0.5005590756615729,ok,0.9999999837822051,248.70855388447583,0.6999999837822051,0.6999999837822051,0.4899999772950874
200000.0,1.0,0.3,1.0,15,14,66.03301650825412,144.072036018009,0.0832637148426622,0.5007407407407407,ok,0.1558735109760844,19595.13187692009,-0.1441264890239156,0.1441264890239156,0.02077244483836086
200000.0,1.0,0.3,1.0,16,14,66.03301650825412,144.072036018009,0.08191067425418176,0.4898979795959192,ok,0.1476741033954266,20492.987699770412,-0.15232589660457338,0.15232589660457338,0.02320317877638718
200000.0,1.0,0.3,1.0,17,14,66.03301650825412,144.072036018009,0.08505747126436781,0.49755656108597285,ok,0.14578564695651036,20740.371689290278,-0.15421435304348963,0.15421435304348963,0.023782066684622058
200000.0,1.0,0.3,1.0,18,14,66.03301650825412,144.072036018009,0.07406119610570236,0.4970430107526882,ok,0.148761208904076,20594.524931344717,-0.151238791095924,0.151238791095924,0.02287317193215654
200000.0,1.0,0.3,1.0,19,14,66.03301650825412,144.072036018009,0.0869299051117233,0.5029171528588098,ok,0.15068887527604577,20957.31790815157,-0.14931112472395422,0.14931112472395422,0.022293811966332212
200000.0,10.0,0.3,1.0,0,14,66.03301650825412,144.072036018009,0.0777903043968433,0.3457523919976805,ok,0.9999999758516721,150.9702013171201,0.6999999758516722,0.6999999758516722,0.48999996619234165
200000.0,10.0,0.3,1.0,1,14,66.03301650825412,144.072036018009,0.07184265010351967,0.3222124670763828,ok,0.034503614694885346,35397.13777915437,-0.26549638530511466,0.26549638530511466,0.0704883306100819
200000.0,10.0,0.3,1.0,2,14,66.03301650825412,144.072036018009,0.0746051915048103,0.3522223919352375,ok,0.029277047520821605,40677.22839609449,-0.2707229524791784,0.2707229524791784,0.07329091699904347
200000.0,10.0,0.3,1.0,3,14,66.03301650825412,144.072036018009,0.07236979711357457,0.34227683049147445,ok,0.02958136832462382,40996.12949930551,-0.27041863167537616,0.27041863167537616,0.07312623635718275
200000.0,10.0,0.3,1.0,4,14,66.03301650825412,144.072036018009,0.07237995092884683,0.33310673011556763,ok,0.028708954106171525,41313.09827967785,-0.27129104589382846,0.27129104589382846,0.07359883158216735
200000.0,10.0,0.3,1.0,5,14,66.03301650825412,144.072036018009,0.07993155707650941,0.34295227524972255,ok,0.032487625227310885,39740.54805410074,-0.2675123747726891,0.2675123747726891,0.07156287065652366
200000.0,10.0,0.3,1.0,6,14,66.03301650825412,144.072036018009,0.08057598039215687,0.33748723186925433,ok,0.9999999991175912,168.23985587977094,0.6999999991175911,0.6999999991175911,0.4899999987646276
200000.0,10.0,0.3,1.0,7,14,66.03301650825412,144.072036018009,0.06776462515011152,0.3361308677098151,ok,0.028511490113647973,40807.914904331956,-0.27148850988635204,0.27148850988635204,0.07370601100031186
200000.0,10.0,0.3,1.0,8,14,66.03301650825412,144.072036018009,0.07039597737272156,0.3489246189183546,ok,0.02571481497648283,46922.172774764265,-0.2742851850235172,0.2742851850235172,0.07523236272338506
200000.0,10.0,0.3,1.0,9,14,66.03301650825412,144.072036018009,0.07538569424964937,0.3485054347826087,ok,0.9999999999997542,194.170047567193,0.6999999999997542,0.6999999999997542,0.4899999999996558
200000.0,10.0,0.3,1.0,10,14,66.03301650825412,144.072036018009,0.06934996220710507,0.33243425488873907,ok,0.02852468617129474,41324.64444491564,-0.27147531382870527,0.27147531382870527,0.07369884601839401
200000.0,10.0,0.3,1.0,11,14,66.03301650825412,144.072036018009,0.07574679943100995,0.3465486725663717,ok,0.03185595262979803,36746.05182692954,-0.268144047370202,0.268144047370202,0.07190123014007312
200000.0,10.0,0.3,1.0,12,14,66.03301650825412,144.072036018009,0.06630740393626991,0.3481102585961921,ok,0.03000506557033216,44251.37869310462,-0.2699949344296678,0.2699949344296678,0.07289726461768063
200000.0,10.0,0.3,1.0,13,14,66.03301650825412,144.072036018009,0.06992516370439664,0.3427808584925036,ok,0.026265394832279708,46851.76187524895,-0.2737346051677203,0.2737346051677203,0.07493063406632773
200000.0,10.0,0.3,1.0,14,14,66.03301650825412,144.072036018009,0.06619537275064268,0.33699497300316517,ok,0.025920766324231855,43365.12329640532,-0.27407923367576814,0.27407923367576814,0.07511942633229632
200000.0,10.0,0.3,1.0,15,14,66.03301650825412,144.072036018009,0.07019311502938708,0.3590840463009562,ok,0.030183147623645695,38877.146602392066,-0.2698168523763543,0.2698168523763543,0.07280113382628335
200000.0,10.0,0.3,1.0,16,14,66.03301650825412,144.072036018009,0.06979214079805796,0.3392138656762612,ok,0.029687778848635462,39608.03996830054,-0.27031222115136455,0.27031222115136455,0.07306869690378422
200000.0,10.0,0.3,1.0,17,14,66.03301650825412,144.072036018009,0.07220371763188997,0.3371610845295056,ok,0.03190830394187392,36792.26533407093,-0.26809169605812605,0.26809169605812605,0.07187315749532264
200000.0,10.0,0.3,1.0,18,14,66.03301650825412,144.072036018009,0.07777777777777778,0.32708177044261066,ok,0.031040260981173178,39400.4062987082,-0.2689597390188268,0.2689597390188268,0.07233934121307542
200000.0,10.0,0.3,1.0,19,14,66.03301650825412,144.072036018009,0.07385328696804107,0.3473383194016718,ok,0.02876599809251772,41883.27897451736,-0.27123400190748226,0.27123400190748226,0.07356788379074809
500000.0,0.0001,0.3,1.0,0,14,42.021010505252626,120.0600300150075,0.11934534755424789,0.4957296695135537,ok,1.0,31367.71668018847,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,1,14,42.021010505252626,120.0600300150075,0.12348632082523546,0.506139489194499,ok,1.0,32889.28264277065,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,2,14,42.021010505252626,120.0600300150075,0.1251744348311471,0.5023551319969328,ok,1.0,33482.51577533126,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,3,14,36.01800900450225,114.05702851425713,0.09,0.5009991435912076,ok,0.7062576305107685,472.6689683359048,0.4062576305107685,0.4062576305107685,0.16504526234822411
500000.0,0.0001,0.3,1.0,4,14,42.021010505252626,120.0600300150075,0.11780495079033701,0.49484335473827595,ok,1.0,30804.755560726328,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,5,14,42.021010505252626,120.0600300150075,0.11494845360824742,0.49421753769579857,ok,1.0,29857.6742356537,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,6,14,42.021010505252626,120.0600300150075,0.12504113195129976,0.4988610478359909,ok,1.0,33502.49035256084,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,7,14,42.021010505252626,120.0600300150075,0.12215111709891097,0.5056390977443609,ok,1.0,32325.60767827349,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,8,14,42.021010505252626,120.0600300150075,0.1256309590577678,0.49673344947735193,ok,0.6203080170664925,33503.174340640515,0.32030801706649253,0.32030801706649253,0.10259722579706847
500000.0,0.0001,0.3,1.0,9,14,42.021010505252626,120.0600300150075,0.1258426966292135,0.49205932537078356,ok,1.0,33653.81252934342,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,10,14,42.021010505252626,120.0600300150075,0.11819764910753157,0.5018712574850299,ok,1.0,31022.573083670242,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,11,14,42.021010505252626,120.0600300150075,0.12565055762081784,0.4939759036144578,ok,1.0,33720.31355215735,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,12,14,42.021010505252626,120.0600300150075,0.11976202793585101,0.49894270466216895,ok,1.0,31535.555562250625,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,13,14,42.021010505252626,120.0600300150075,0.1132596685082873,0.4926866820631255,ok,1.0,29474.228162770538,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,14,14,42.021010505252626,120.0600300150075,0.12463126843657817,0.4913683445393422,ok,1.0,33545.38549339693,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,15,14,42.021010505252626,120.0600300150075,0.12876404494382024,0.5188857412653447,ok,1.0,34716.94883583523,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,16,14,42.021010505252626,120.0600300150075,0.12101210121012101,0.4982891360136869,ok,1.0,31945.281428238497,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,17,14,42.021010505252626,120.0600300150075,0.1236036036036036,0.5165109034267913,ok,1.0,32835.08276841126,0.7,0.7,0.48999999999999994
500000.0,0.0001,0.3,1.0,18,14,42.021010505252626,120.0600300150075,0.1147209490428687,0.49938800489596086,ok,0.8499704676032249,29791.543103875025,0.5499704676032249,0.5499704676032249,0.3024675152357098
500000.0,0.0001,0.3,1.0,19,14,42.021010505252626,120.0600300150075,0.1217359985593373,0.47633136094674555,ok,1.0,32171.30373888123,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,0,14,42.021010505252626,120.0600300150075,0.11898344243357721,0.513898080741231,ok,1.0,31215.64964916194,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,1,14,42.021010505252626,120.0600300150075,0.11549942594718714,0.4973464746019712,ok,0.9991551851192284,30038.405875285203,0.6991551851192284,0.6991551851192284,0.4888179728791025
500000.0,0.001,0.3,1.0,2,14,42.021010505252626,120.0600300150075,0.11338270574736622,0.49381431379350216,ok,1.0,29370.05287439674,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,3,14,42.021010505252626,120.0600300150075,0.12103219913222196,0.4938679895273529,ok,1.0,31969.116657285263,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,4,14,42.021010505252626,120.0600300150075,0.1133472125838538,0.5026910656620022,ok,1.0,29320.860473744036,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,5,14,42.021010505252626,120.0600300150075,0.1180695847362514,0.4937230653925426,ok,1.0,30906.419188654123,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,6,14,42.021010505252626,120.0600300150075,0.11059403230221736,0.4940755644980997,ok,1.0,28500.219703224662,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,7,14,42.021010505252626,120.0600300150075,0.12161557395390468,0.4986351228389445,ok,1.0,32185.584567535298,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,8,14,42.021010505252626,120.0600300150075,0.12378868396373867,0.5027916964924839,ok,1.0,32794.75717689124,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,9,14,42.021010505252626,120.0600300150075,0.1287001287001287,0.49957791659631945,ok,1.0,34665.80159512841,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,10,14,42.021010505252626,120.0600300150075,0.11837635869565218,0.5001577784790154,ok,1.0,31008.565980897176,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,11,14,42.021010505252626,120.0600300150075,0.11431973801726704,0.4961416250567408,ok,1.0,29687.524440293102,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,12,14,42.021010505252626,120.0600300150075,0.13577894235350166,0.49506172839506174,ok,1.0,37307.021671846924,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,13,14,42.021010505252626,120.0600300150075,0.11939089583670824,0.493744787322769,ok,1.0,31371.18848356537,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,14,14,42.021010505252626,120.0600300150075,0.11733231416013759,0.5003878975950349,ok,0.9467077929063566,30644.930836143703,0.6467077929063567,0.6467077929063567,0.41823096940581117
500000.0,0.001,0.3,1.0,15,14,42.021010505252626,120.0600300150075,0.1308476960956736,0.49683649683649683,ok,1.0,35410.93373893977,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,16,14,42.021010505252626,120.0600300150075,0.12303324263575062,0.4844429575108732,ok,1.0,32659.82411596794,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,17,14,42.021010505252626,120.0600300150075,0.12487549800796813,0.5190502484815019,ok,1.0,33306.072865313254,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,18,14,42.021010505252626,120.0600300150075,0.12307692307692308,0.4978393950306086,ok,1.0,32677.22800925272,0.7,0.7,0.48999999999999994
500000.0,0.001,0.3,1.0,19,14,42.021010505252626,120.0600300150075,0.11992567181246426,0.4945262363155908,ok,1.0,31535.393220520706,0.7,0.7,0.48999999999999994
500000.0,0.01,0.3,1.0,0,14,42.021010505252626,120.0600300150075,0.10987302409950764,0.4980237154150198,ok,0.6156334169877898,28185.580797714516,0.31563341698778985,0.31563341698778985,0.09962445391938803
500000.0,0.01,0.3,1.0,1,14,42.021010505252626,120.0600300150075,0.11706380937150168,0.4856512141280353,ok,1.0,30239.82472533761,0.7,0.7,0.48999999999999994
500000.0,0.01,0.3,1.0,2,14,42.021010505252626,120.0600300150075,0.12395293179098524,0.5114312558722205,ok,0.5494269211100294,32943.15775859733,0.24942692111002945,0.24942692111002945,0.062213788974428856
500000.0,0.01,0.3,1.0,3,14,42.021010505252626,120.0600300150075,0.13216957605985039,0.5055079559363526,ok,0.5753454106271855,35728.317319697235,0.2753454106271855,0.2753454106271855,0.07581509515345339
500000.0,0.01,0.3,1.0,4,14,42.021010505252626,120.0600300150075,0.11783383312753572,0.5047521191882867,ok,1.0,30706.030773676164,0.7,0.7,0.48999999999999994
500000.0,0.01,0.3,1.0,5,14,42.021010505252626,120.0600300150075,0.1186563908681111,0.5014938113529663,ok,0.6051907396177549,31111.69584101413,0.30519073961775495,0.30519073961775495,0.0931413875484323
500000.0,0.01,0.3,1.0,6,14,42.021010505252626,120.0600300150075,0.1112551306977749,0.5056842105263157,ok,1.0,28179.788232184856,0.7,0.7,0.48999999999999994
500000.0,0.01,0.3,1.0,7,14,42.021010505252626,120.0600300150075,0.12764084507042253,0.5049042503503036,ok,1.0,33829.30849777559,0.7,0.7,0.48999999999999994
500000.0,0.01,0.3,1.0,8,14,42.021010505252626,120.0600300150075,0.11920432938423285,0.5001211533801793,ok,0.583126360567856,31317.050067826123,0.28312636056785606,0.28312636056785606,0.08016053604839964
500000.0,0.01,0.3,1.0,9,14,42.021010505252626,120.0600300150075,0.12234042553191489,0.5019968051118211,ok,0.5897724182052672,32306.96906026427,0.28977241820526717,0.28977241820526717,0.08396805435252826
500000.0,0.01,0.3,1.0,10,14,42.021010505252626,120.0600300150075,0.12036667995217218,0.5054031587697423,ok,1.0,31357.923604252945,0.7,0.7,0.48999999999999994
500000.0,0.01,0.3,1.0,11,14,42.021010505252626,120.0600300150075,0.12247389122473891,0.5022132054592401,ok,1.0,32220.793972381918,0.7,0.7,0.48999999999999994
500000.0,0.01,0.3,1.0,12,14,42.021010505252626,120.0600300150075,0.12495789828224992,0.5057920648711266,ok,1.0,32960.67812717156,0.7,0.7,0.48999999999999994
500000.0,0.01,0.3,1.0,13,14,42.021010505252626,120.0600300150075,0.115633423180593,0.5052179251074279,ok,0.9999987824240403,29824.579300872614,0.6999987824240403,0.6999987824240403,0.48999829539513895
500000.0,0.01,0.3,1.0,14,14,42.021010505252626,120.0600300150075,0.1174496644295302,0.49589260669204566,ok,1.0,29789.52571883156,0.7,0.7,0.48999999999999994
500000.0,0.01,0.3,1.0,15,14,42.021010505252626,120.0600300150075,0.13025594149908593,0.4876916868442292,ok,1.0,34624.717467326576,0.7,0.7,0.48999999999999994
500000.0,0.01,0.3,1.0,16,14,42.021010505252626,120.0600300150075,0.12140823194408491,0.4995,ok,0.9999999999999927,31988.361204503857,0.6999999999999926,0.6999999999999926,0.48999999999998967
500000.0,0.01,0.3,1.0,17,14,42.021010505252626,120.0600300150075,0.1248894783377542,0.5049487133345331,ok,1.0,33093.7010577189,0.7,0.7,0.48999999999999994
500000.0,0.01,0.3,1.0,18,14,42.021010505252626,120.0600300150075,0.11388789717957873,0.5010469011725294,ok,0.6050084127511766,29490.241967231454,0.30500841275117657,0.30500841275117657,0.09303013184899209
500000.0,0.01,0.3,1.0,19,14,42.021010505252626,120.0600300150075,0.11693811074918567,0.48682328907048006,ok,1.0,29926.997590305124,0.7,0.7,0.48999999999999994
500000.0,0.1,0.3,1.0,0,14,42.021010505252626,120.0600300150075,0.11586608442503639,0.4972420287905287,ok,0.35449513824934475,29743.40204677571,0.054495138249344766,0.054495138249344766,0.002969720092815199
500000.0,0.1,0.3,1.0,1,14,42.021010505252626,120.0600300150075,0.11088877772219444,0.4885530117803956,ok,0.37491948513640144,28002.34730650342,0.07491948513640145,0.07491948513640145,0.005612929253103478
500000.0,0.1,0.3,1.0,2,14,42.021010505252626,120.0600300150075,0.10947340211711108,0.5004926108374385,ok,0.3671030098629684,27822.81089192074,0.06710300986296841,0.06710300986296841,0.004502813932669636
500000.0,0.1,0.3,1.0,3,14,42.021010505252626,120.0600300150075,0.10999489187808616,0.5013801756587202,ok,0.3501701217263438,27538.58560791334,0.05017012172634383,0.05017012172634383,0.002517041114036157
500000.0,0.1,0.3,1.0,4,14,42.021010505252626,120.0600300150075,0.10717631628255574,0.4935845379243138,ok,0.35601618246630323,26912.23065574313,0.056016182466303244,0.056016182466303244,0.003137812698098179
500000.0,0.1,0.3,1.0,5,14,42.021010505252626,120.0600300150075,0.10730253353204174,0.5032116788321168,ok,0.3771225010349222,26987.787189961065,0.07712250103492219,0.07712250103492219,0.005947880165881574
500000.0,0.1,0.3,1.0,6,14,42.021010505252626,120.0600300150075,0.11151803698956235,0.49798948345190225,ok,0.3531014014042342,28253.206945067875,0.053101401404234194,0.053101401404234194,0.0028197588310936053
500000.0,0.1,0.3,1.0,7,14,42.021010505252626,120.0600300150075,0.10960757780784844,0.49547374773687386,ok,0.37629854714150923,27410.875155165875,0.07629854714150924,0.07629854714150924,0.005821468295905108
500000.0,0.1,0.3,1.0,8,14,42.021010505252626,120.0600300150075,0.10987110971392644,0.5005841121495327,ok,0.4299986801998494,27788.208002779054,0.1299986801998494,0.1299986801998494,0.016899656853702715
500000.0,0.1,0.3,1.0,9,14,42.021010505252626,120.0600300150075,0.11515513126491647,0.49941051638764444,ok,0.35506857109765616,29186.405113799738,0.05506857109765617,0.05506857109765617,0.0030325475227376128
500000.0,0.1,0.3,1.0,10,14,42.021010505252626,120.0600300150075,0.11282597126130921,0.503693754197448,ok,0.36584459630311844,28220.021032405733,0.06584459630311845,0.06584459630311845,0.00433551086232064
500000.0,0.1,0.3,1.0,11,14,42.021010505252626,120.0600300150075,0.11056338028169015,0.494949494949495,ok,0.35424670944872655,27717.61020191746,0.05424670944872656,0.05424670944872656,0.0029427054860145596
500000.0,0.1,0.3,1.0,12,14,42.021010505252626,120.0600300150075,0.11214953271028037,0.5002839295854627,ok,0.35168572865000647,28918.92762910589,0.05168572865000648,0.05168572865000648,0.0026714145460821005
500000.0,0.1,0.3,1.0,13,14,42.021010505252626,120.0600300150075,0.10375771172181716,0.5028117763810784,ok,0.37664484730290765,26139.873468779413,0.07664484730290766,0.07664484730290766,0.005874432618086032
500000.0,0.1,0.3,1.0,14,14,42.021010505252626,120.0600300150075,0.10547667342799188,0.50093399750934,ok,1.0,24953.676158357554,0.7,0.7,0.48999999999999994
500000.0,0.1,0.3,1.0,15,14,42.021010505252626,120.0600300150075,0.10993657505285412,0.5084946661398657,ok,0.34845815535668123,27977.53383576113,0.04845815535668124,0.04845815535668124,0.002348192820572255
500000.0,0.1,0.3,1.0,16,14,42.021010505252626,120.0600300150075,0.10416951469583048,0.4923533439853915,ok,0.38467413804833583,25804.600060217646,0.08467413804833585,0.08467413804833585,0.007169709654228636
500000.0,0.1,0.3,1.0,17,14,42.021010505252626,120.0600300150075,0.11394829237152888,0.5053405708282263,ok,0.37342639282543544,28701.020830774145,0.07342639282543545,0.07342639282543545,0.005391435163355158
500000.0,0.1,0.3,1.0,18,14,42.021010505252626,120.0600300150075,0.11328745367919534,0.4845309381237525,ok,0.35989035813273146,29022.965151907494,0.05989035813273147,0.05989035813273147,0.0035868549972668346
500000.0,0.1,0.3,1.0,19,14,42.021010505252626,120.0600300150075,0.10446290299873293,0.4988742360887745,ok,0.3796416356987626,26051.31878601032,0.07964163569876259,0.07964163569876259,0.006342790136774416
500000.0,1.0,0.3,1.0,0,14,42.021010505252626,120.0600300150075,0.08930700940771168,0.48550342646283606,ok,0.2463587667926603,22263.159321034396,-0.053641233207339684,0.053641233207339684,0.0028773819000042014
500000.0,1.0,0.3,1.0,1,14,42.021010505252626,120.0600300150075,0.10255920550038197,0.5046851165831335,ok,0.23519985225948145,25487.215900631356,-0.06480014774051854,0.06480014774051854,0.00419905914719303
500000.0,1.0,0.3,1.0,2,14,42.021010505252626,120.0600300150075,0.10083315530869473,0.49461684610512985,ok,0.2255108628468311,24104.961465135013,-0.07448913715316888,0.07448913715316888,0.005548631553823604
500000.0,1.0,0.3,1.0,3,14,42.021010505252626,120.0600300150075,0.09994834710743801,0.4825918762088975,ok,0.23186870058161232,25471.372730446114,-0.06813129941838766,0.06813129941838766,0.004641873960437992
500000.0,1.0,0.3,1.0,4,14,42.021010505252626,120.0600300150075,0.0894932589493259,0.503448275862069,ok,0.24705404445265966,21909.113243997304,-0.05294595554734033,0.05294595554734033,0.002803274208820938
500000.0,1.0,0.3,1.0,5,14,42.021010505252626,120.0600300150075,0.09845501363223266,0.5004881223560039,ok,0.2383106379384104,24835.98076731688,-0.06168936206158959,0.06168936206158959,0.003805577391565889
500000.0,1.0,0.3,1.0,6,14,42.021010505252626,120.0600300150075,0.09706959706959707,0.5061619718309859,ok,0.24635828231827908,24019.137652488982,-0.05364171768172091,0.05364171768172091,0.0028774338758454495
